review_card_id,lesson_id,course_id,grade_level,title,source,lesson_source_hash,review_card_hash,course_source,course_source_hash,lesson_course_basis_hash,review_basis_hash,card_status,queue_source_status,complete_disposition_status,complete_disposition_decision,visual_status,grade_language_status,progression_status,open_queue_rows,duplicate_status,duplicate_cluster_count,duplicate_placement_count,within_lesson_duplicate_groups,duplicate_cluster_ids,standards_status,standards_evidence_map_status,standards_dossier_count,standards_pending_edges,standards_approved_edges,standards_rejected_edges,standards_needing_exact_benchmark,standards_frameworks,standards_candidate_codes,standards_edge_ids,prior_interaction_classification,assessor_tasks
S244-RC-dpv-04-02,dpv-04-02,decimals-place-value,5,Rounding to Any Decimal Place,content/courses/decimals-place-value/lessons/dpv-04-02.json,b3dfc5dea3009c87d5c7acfb3bf142de6049a391af2c6c0cc54cbd92e16d7fa7,2fc5bfbc1b3e08ab41d64cf2b81095674c027d75a9b8880436599dec5adbeba1,content/courses/decimals-place-value/course.json,a030c4eefa51122a4584ac6ca223fda46b09f0c50d286ef1b15b259342eb3556,3f9d9710221b9c7422af9ea26b16488c30021119439447b18becf12f04d87d70,7906e6b88fd5be334a0e848f243ecc7bf7c86f353353832c3012b5b77a206748,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,OPEN_REPEAT_PURPOSE_OR_REDESIGN,1,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,5,0,0,5,5,CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,5.NBT CA-5.NBT MA.5.NBT NY-5.NBT §111.7,7066204c5822b06d057ebf0e 739d1023b9e1069c9a9feee6 8526fefd19dcde8a0bf389ec ef1ec8779b37b02f02c577aa f62647ca9b73a3ea0ca13c55,KEEP,PROGRESSION_AND_DUPLICATION_REVIEW
S244-RC-dpv-04-03,dpv-04-03,decimals-place-value,5,Rounding in Context,content/courses/decimals-place-value/lessons/dpv-04-03.json,b87c5e79c33a18e2a6e5fcc9bc3b749e8867e5da5d6b6f0cd974e16634b157a3,8f4f6cb5c8e9da039fc8ecc84512268bf6c83bf73a34b4f361f0d4d05c7ff524,content/courses/decimals-place-value/course.json,a030c4eefa51122a4584ac6ca223fda46b09f0c50d286ef1b15b259342eb3556,b05d5236e4a26d333eee15ae128ffee3e552c18773772fd7e33c1ce18b7a085c,ef0cfcaf748f44a8a9da7bd0531d5917bbf499343d7382baef31b7f1287f43bb,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:REQUIRED,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,5,0,0,5,5,CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,5.NBT CA-5.NBT MA.5.NBT NY-5.NBT §111.7,0af54d0c77fbc6918044b0e6 0eac7712e2008d6fda486862 7044d1e030d5e4e550f3704b 951d009e91fa30b3fa3ea7cf f3656e0953803ee56e70489a,KEEP,
S244-RC-dr-01-01,dr-01-01,derivative-rules,13,From One Slope to Every Slope,content/courses/derivative-rules/lessons/dr-01-01.json,a59839f9f46f2d00ea6828eefea2f8932d655a15e44de61abdc803412ade0f04,3763adfa8eb79ea91b9b14566fa2ca775cc05825bc3859d729b3ea186a0e6335,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,ad8f0d8fa913fb3d46fea8dbc8e943f5357bd6883dda91b42ac28a7199895baa,e20197402a7870d14ec61836f56ad022d7bcd8b5e34548728f2427e0d65b044e,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,18,0,0,18,18,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,16d1461078c22f5aa0bf8832 17c09433012ad7a4acded2f1 33d2c1c69494f5253c5ee804 36a894d99ac155149de5df39 3aeec15a813c15b20540d945 402a5a108b49d59e88e8c231 40d540285ab3265fcd68fd6d 6631dade6a82f4fcdfc32e5e 715f0bf2ef3422fef764692a 74c26076035bd81a75d25251 7ad4bd5537aa42dae301ab61 9ed8c2b48382a2276f546ced d15ef514beab1311a06c0da5 d520e67c21338c4ed263dfe1 dc8e46bff60772f2d6586498 e01e9bebf487978a4e0f617d eff3fd9a41c7e1399163c782 f8a616e258ffc78a9e661c5b,KEEP,
S244-RC-dr-01-02,dr-01-02,derivative-rules,13,Reading f′ Off the Shape of f,content/courses/derivative-rules/lessons/dr-01-02.json,30283eaa7468bc3f43655ea4d0d7eb4f903556b4ed8c160b5161b5b497490cc8,0a5e6671dc8fa54ae9e59eaeaa5e6f764e5c72d4e6fa720e57e4eb0027158d18,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,a3927daad641f77d18f2f584b106f95fc09631566c4c188b45eabf0cee3fb3ea,0573623373c50b96f47bc9884253ce5e03e89f74db208340dd3c04a3c685dc97,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,18,0,0,18,18,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,04ad3ee5ff36fa5962a633aa 1253df0f4410a202dd348f51 20134be6cb5c15229dd51cc5 28452142aca9cc696eaa7554 32f76df853d34cec2a7f56c9 5c495d28f4e2e0c564eac0e2 6af3251df1a4c1f451bb4ee2 6d5d28e2c886d9bcde84fc8f 85fcdd147bf3e36756142375 8ec68e2fce92038c169c8212 999098e8da559d38dc8caa85 b3ebf5812fc891d91c4f29d1 b9b518acdfa62934b9ce79d0 c3a13e8e1c25d682b4c79903 cfe7f8da79831e122a39bd01 d467ef17f63c12a04e681f40 f06fa141ed1380368b28a2b8 f605aafb71dac1852d2e4a54,KEEP,
S244-RC-dr-01-03,dr-01-03,derivative-rules,13,Where the Derivative Fails,content/courses/derivative-rules/lessons/dr-01-03.json,3d5a2c8a1437b80be2a7cae6221df2b231ebd762f1a89d0765c831103cdd499e,c3ec22828a3e183d5856732288b70265b0ba5e63412375ef1ba966f7910a889e,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,fa57d93e9649fdc361d2fd38da7fd70040e986e2d4486840a8a19a8201811186,ec6cd0fd4c5de4dacb41df47f4244b4fa145232b7a00230df0a531360d1a868e,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,12,0,0,12,12,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,4b35010cfface406eaac9758 689724a4afc425fad0605c8d 6ffb95a603be389e2d639f0e 92420ae8ac99aa1ab9c7125a 97cdbfc80d22df118e9ab94a bf6b8b871d4737d321628c25 c85b28605bebbffbf48f9842 dece291601b4aa45c790a5a9 eaee4a2cb2133f3fcdc90ce0 f2c68e58cca1b26e92672c97 f2fcf542b5d5a885c744da01 fb01eed8a075902262e099b9,KEEP,
S244-RC-dr-02-01,dr-02-01,derivative-rules,13,The Power Rule,content/courses/derivative-rules/lessons/dr-02-01.json,dacbccbe1df34ab1d17a0006301c230a360336c9b389749b378f65dc967534c4,116edfdfcd0ec6c16a6d975d2ae2f55da5fbf1ed0cd76481678bb47a118bb292,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,73bb7b51c8e4754a42d2faad7557b1a3d5aa8bd18125d4c9a69d34e98f0387f5,36efa5a20ccfd29a1228188353ce632966462250261d0bdc8c0acf2299a1eaa5,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,438255a3ba7c11a145ac5f4a 5a3a0cae53b377948049cea5 8caf085feb8cdad25c3b75ad ebc9b824d96602b3f868a898 fac95ab8ce8aeb110768864e fc78b030fb1a5b412c400a51,KEEP,
S244-RC-dr-02-02,dr-02-02,derivative-rules,13,"Constants, Sums and Multiples",content/courses/derivative-rules/lessons/dr-02-02.json,da14c6b8aa6d07ffd8ef5b0002563878e7dddfe9a032e88a523200d049bcf3d4,3007c1ca48cb4e703984330d8414279600de0a6785dec806c20a8345c1d68536,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,3992e8184464c742d7151d186e8cfc9d0771532cd911de2da340fa3332dcdb66,0c1ce89fce4f4a83f67a16a6b666007e0e7470b1a1c36310e3952808a10faa3b,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,26faf9d9193e252c41dcefaa 6fd2b238308e56658ed25602 92446ea1503b8590af2288bb b044ad311130d4e13ad2da2e c43534ce11da31594bf1d4c4 d2fc39436f2ea9cd7e2f4472,KEEP,
S244-RC-dr-02-03,dr-02-03,derivative-rules,13,The Second Derivative,content/courses/derivative-rules/lessons/dr-02-03.json,3e6486be3436be6d365f2ba45960283b0c26bd6fef938cfa7a9ea367a5eb623a,ec0039d988a6b04fc1a54b5303e10597b40c4db98e8d3651798e800b230700a5,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,859302a0351eafba02343673ac6bb016c0356d91909e7883d2e5e089c1605d50,04dcb10edbb7198ad0eff18831752e1edb3475481990821b10b9df1c9fbcb5bc,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,34f8a28410094e45db6c6c3c 404cbf6b9f993e953af9fcda 7ab5710ed4b708bc263b0d78 8b58d93b0d99b2d4171e9ade b8e4a8971322b7500ba8b0c7 b9a52ec6fa29fbb7868940cb,KEEP,
S244-RC-dr-03-01,dr-03-01,derivative-rules,13,The Product Rule,content/courses/derivative-rules/lessons/dr-03-01.json,bc05996b337524bc0dd8eaa0a126051038024a1e551bf3e14275a6da7d86c036,738375e4b2496c3fb5827bcdc4ac47dc5ed5e72e233c685e8913e9e0447c5776,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,8554c2dcaa4d0db82ededa4f8e701d6bac6408f0d3bac6e4955d827c605c06c7,4299b106810a0be2f494828ebce646bc11fe72b01bb6a0f5258897ddde7a1952,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,2b587bb52f9bef47a5a67aba 5099aea481fd0149114b2bd8 59988138316ba32ce5517f86 7f850097e5e3c9740557202d 9a0081a63457a36e71655288 b280a50bbc61f1bbafedb770,KEEP,
S244-RC-dr-03-02,dr-03-02,derivative-rules,13,The Quotient Rule,content/courses/derivative-rules/lessons/dr-03-02.json,79b0aba847af273c70be57fb78bc4828c7c4ab79f2575364bb251a1c57d79423,ae34b7320b5431049917eff62cf6fd3a83e90a0689c0892683f7ed1a93e72af8,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,365128be496c98ee4c0da8acfa93cf95723c52ebf629a998e06198383e50f708,03fe51646a0646af355ca66425fed9cfbcd2553a99ed34679f38562c090c005d,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,01c63e11e54ba954a40f6713 164410ef6ab4633c44cf6651 8f165e9948f158a0389b1d7d c3abd7acd6e5c50f244dc1b6 cbbe67f8be7be349bf569117 ec7b1439ab5343de179f8cc8,KEEP,
S244-RC-dr-03-03,dr-03-03,derivative-rules,13,Choosing and Combining the Rules,content/courses/derivative-rules/lessons/dr-03-03.json,d76401e03eab079dcc7e2b50de3cbe3cde8115ca655e6d5e379c6bd0f149ee7a,54af514e38c93e1f9d7c3314c18193ae2e77a05f674a2fc92ba4eb766d50521d,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,efb48bb096fb51c837a896447c9f48cc782be32b6506d14805fb16087d402cda,3b42a5cee7fd05a926ea34a8e777d796b5ec170095a87e9b67f81d96ffacf191,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,1ae327b7b55245fe853d6e40 3fd646f50aa360f630b0bc6f 5e90bc9af39acdc048125114 78ac51a2e8f052b97fd9d003 c81c4a4364d8cf2631a84d39 e7960ba615c312645646dc79,KEEP,
S244-RC-dr-04-01,dr-04-01,derivative-rules,13,The Chain Rule,content/courses/derivative-rules/lessons/dr-04-01.json,97cf65d60ec18304a86c061798c929f9113ae47476e23cc8e72c95f332a8bf42,41e24a06dc6369c63dec18d3545a8492ee547716ab9a1de3855292e625bb8b86,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,4a5d44dca49823a8a2a6b3a1ed30f0b57136b6a0c9cfa0a055777e35cf13806a,449db4558db2d5e95042f7e810b8f79c8c110cea9e090193804ebffce7bbc222,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,4f7a541949e8c80d3697b733 52af26fcdb22197c014345c1 9f5ce32168f9fc5c80a737fc a529e03a74774d65d0400b22 be603cc87322a96727fdee79 d1a7de81a543253a36f85365,KEEP,
S244-RC-dr-04-02,dr-04-02,derivative-rules,13,Chains Within Chains,content/courses/derivative-rules/lessons/dr-04-02.json,fe7b0a7b513d47ee427c7c1408bbe904d849660d7ad6bdd8f705c484a6a46396,d19efc532f5019c7ca76b2a22a6da675f04477aaef2de22c8e17115b203e31bf,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,06417c3f42e969ee20f7f7594e6e7473ace462c5d172a9e164204fad5b6f2987,f8808c446f71ef76d8f7ada6b8780998e892ad2cb556f9293e12dfb079ce9ce9,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,12,0,0,12,12,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,0bd5149f9dbbac59cf484dbf 334eb0e3bf95633fc22b6de6 52a31a3a7d980226e378d349 5799f95468af7d3f0678de45 7b2a65ad3daa03c7aede28b9 7b37fcd2be00dcb8a8f08ee0 905fed542846bbacbb393508 a6a65e6e4cc259210de101f7 caef3a460be76029823c8437 d5e208de950a183052399b04 d90353918cf241a95993fc0f ee214912ec01f09eeec152c4,KEEP,
S244-RC-dr-04-03,dr-04-03,derivative-rules,13,Implicit Differentiation in Practice,content/courses/derivative-rules/lessons/dr-04-03.json,a39f3d5593828aa5a2c3b930baa352d6b38152f93922eae633715971c835a5f9,6eae99ddec29144b8762c4b1bf2d0a326effaf64e074ede0c8129cb438b05b1f,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,587b14e79b0243549687826b8787ba00a0bd9a88760bcf7a6a4598289e9444a3,83e37e49b6910656924e6ca2805964175b0c5646e60d9d41a142cb79a47e60c6,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,2fccf709135e2ac15349354d 4cd625776c05326548c33d22 8854c6cefdb02c28e081cb57 cf85834352d3af9c2ed62b4e d49734754bfe351921379690 dfde25539157d6c34cd9fbe5,KEEP,
S244-RC-dr-05-01,dr-05-01,derivative-rules,13,e^x and ln x,content/courses/derivative-rules/lessons/dr-05-01.json,bec18853e686ddb190afd50d4837682d0aa8dedae7b0cb5f9f8c37fe58b15588,a4c387f9e1bee570ebc7a04257c6a91c121eddcb7e9f2a142a53cad0d46e7871,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,56e2ae72d547dfaed6926010456893733e3e4e0201c204fd996674f168ab62ee,8639be6019da13d45f8f565fc3591c04977d96878f2aabecfbf43b5ea044bb81,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,34fd5ed8f9a4254b5b95b034 67694312cedc7965db4b1977 704ddce438032dc0f6a57994 7f3ebb2e034da8916098d9fd 80f36304ad023b919631736d f92eb54a289953deea294d94,KEEP,
S244-RC-dr-05-02,dr-05-02,derivative-rules,13,The Trig Derivatives,content/courses/derivative-rules/lessons/dr-05-02.json,8edf5809603ac1d18ef4cb49599a9900bbb2725b626f5145459853af5a57b81a,b3b872c46be79f52a51f95a3c4b87e78fe32fc2116ec964d50b677f75284373c,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,97d51cf907ecf5f193f36d189fa239c35ae6938ef51b684251bd407aa2cbeb05,ce70081806859299954a16d850c1fed5c857e83719a2738c454e5e9d9c55df11,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,454e55bf696c96ee42bbedef 6288f9778db02dc0b194b1a0 784a39776f3fc22296ad61ae 7eca79d746a4779df9f7c865 8f05389cc8019ba76789bb78 d36ac3e3f10c8b533c05161b,KEEP,
S244-RC-dr-05-03,dr-05-03,derivative-rules,13,Inverses and the Reciprocal Slope,content/courses/derivative-rules/lessons/dr-05-03.json,ccf6f025ace23b9fbaa62b2b056d3edeb107bbb0765c791faba51a4a05e5831d,3d2b1a049ab6fd71fa8d451e3e01b4557c6fd8acebf06cc48f15c90bcb9aa24a,content/courses/derivative-rules/course.json,e4cd1fe503c9fa2183d348469984761417dfbfdd915de7f7cf473bfba8e4936c,6e06e80c4838ac510fdbdb7d8b0d4afae91945d55bc51b8f17e9061dc5a956ea,bb491ffd1a1597aea82353126d84137a91d65abfee98e860ca1d0835923d0a13,CURRENT_HUMAN_DISPOSITION,STALE_SOURCE_SEAL,CLOSED_BY_CURRENT_HUMAN_DECISION,KEEP,CLOSED_BY_CURRENT_HUMAN_DECISION:SUFFICIENT,CLOSED_BY_CURRENT_HUMAN_DECISION:FIT,NO_OPEN_HEURISTIC_FLAG,0,NO_EXACT_MCQ_DUPLICATE_CLUSTER,0,0,0,,HUMAN_REVIEW_COMPLETE_APPROVAL_AND_REJECTION_COUNTS_SHOWN,PRESENT_CANDIDATE_EVIDENCE,6,0,0,6,6,AP-CALCULUS-ABBC CA-CCSSM CCSS-MATH FL-BEST-MATH NY-NGLS-MATH TX-TEKS-MATH,CA-HSF HSF MA.HS.HSF NY-HSF Units 1-3 §111.42,0faa4a7f68dfea1f5108a012 36a1a4e6ced3000951beaa26 5d45257a021819f09c03a981 a6cf0ac758ad6dea33771fd7 cc142f0741fe881ac3a3061d e9b677e19a56a5f02a533a83,KEEP,
